0,92,0.062902
0,428,0.008873
1,689,0.027596
1,1147,0.019497
1,1666,0.014901
2,179,0.014674
2,287,0.057803
2,126,0.052534
2,590,0.014531
2,530,0.025388
2,291,0.048103
2,267,0.066744
2,1177,0.006709
2,920,0.002605
2,923,0.020519
2,417,0.022435
2,1040,0.102001
2,656,0.017005
2,486,0.016173
2,786,0.022368
2,1365,0.003288
2,19,0.016127
2,1327,0.008892
2,1025,0.012241
2,132,0.016403
2,1443,0.035085
2,1345,0.007119
2,1850,0.034199
2,769,0.008278
2,167,0.088337
2,127,0.011964
2,883,0.010026
2,318,0.017506
2,260,0.017588
2,78,0.029568
2,968,0.041147
2,944,0.003951
2,56,0.023894
2,960,0.045586
2,1464,0.031928
2,1720,0.051710
2,36,0.001995
2,398,0.006154
2,207,0.012785
2,1287,0.032399
2,298,0.049565
2,1158,0.012179
2,1876,0.029881
2,1789,0.036280
2,1782,0.024492
2,913,0.083270
3,1422,0.002256
3,287,0.066863
3,894,0.016438
3,1194,0.048725
3,290,0.005775
3,291,0.007734
3,1245,0.004954
3,851,0.009454
3,1557,0.032779
3,1142,0.004777
3,422,0.025342
3,928,0.085479
3,127,0.002972
3,467,0.017100
3,1502,0.031536
3,1311,0.003249
3,428,0.035972
3,1758,0.024769
3,1297,0.029841
3,496,0.048027
3,557,0.024539
3,1344,0.004120
3,880,0.014992
3,173,0.049641
3,1320,0.020030
3,1829,0.006395
3,1014,0.019714
3,504,0.038560
3,628,0.007245
3,814,0.005858
3,12,0.012143
3,36,0.006817
3,637,0.076926
3,698,0.000892
3,59,0.025446
3,1476,0.125213
3,1787,0.023744
4,369,0.030653
4,1856,0.015723
5,982,0.015113
5,290,0.013055
5,467,0.018172
5,1245,0.008254
5,717,0.007769
5,1557,0.038107
5,894,0.103247
5,820,0.002299
5,1320,0.023849
5,127,0.031061
5,1311,0.147224
5,1758,0.003182
5,1476,0.017003
5,1297,0.071184
5,585,0.023476
5,1636,0.012352
6,1486,0.017342
6,1135,0.033244
6,1422,0.007221
6,1843,0.021902
6,170,0.019887
6,528,0.003229
6,1194,0.016765
6,290,0.024313
6,67,0.016779
6,467,0.061346
6,235,0.054452
6,717,0.033221
6,654,0.007127
6,908,0.038727
6,1557,0.005819
6,1137,0.004787
6,358,0.050089
6,589,0.040664
6,1249,0.016741
6,1045,0.018254
6,127,0.027910
6,661,0.087063
6,287,0.012317
6,1389,0.010715
6,305,0.010811
6,1593,0.039271
6,306,0.022851
6,188,0.066013
6,1157,0.004158
6,1142,0.004570
6,1259,0.017612
6,1739,0.020231
6,1821,0.012565
6,369,0.014545
6,742,0.029189
6,315,0.011138
6,769,0.034040
6,560,0.057139
6,441,0.011283
6,726,0.006164
6,806,0.018118
6,1320,0.025971
6,1154,0.019602
6,1839,0.041134
6,1297,0.049869
6,448,0.027060
6,1660,0.032462
6,92,0.006644
6,1909,0.010329
6,45,0.006646
6,628,0.022851
6,1763,0.034424
6,1008,0.012601
6,176,0.054134
6,982,0.057718
6,759,0.011061
6,103,0.098271
6,1367,0.015641
6,1532,0.030822
6,48,0.005879
6,1340,0.012196
6,1420,0.017963
6,1232,0.087820
6,1138,0.009305
6,827,0.029372
6,1474,0.008400
6,1414,0.009281
6,1476,0.004136
6,1026,0.017121
6,1337,0.023806
6,1855,0.016414
6,471,0.059433
6,1642,0.011246
6,124,0.005012
7,127,0.032161
7,36,0.025872
7,1827,0.014365
7,1311,0.034036
7,1758,0.008106
7,928,0.011628
8,814,0.006513
8,1808,0.080063
8,148,0.026601
9,1422,0.027930
9,287,0.016591
9,897,0.044687
9,1474,0.023584
9,712,0.004675
9,1669,0.028940
9,1476,0.013504
9,1414,0.009076
9,195,0.006065
9,1585,0.067153
9,315,0.018653
9,245,0.081081
10,1476,0.065830
10,36,0.076074
10,1311,0.014443
10,151,0.008327
10,35,0.107840
10,505,0.002635
10,1763,0.002090
10,1758,0.009064
11,1544,0.011408
11,530,0.034868
11,391,0.028348
11,1014,0.029678
11,1414,0.017714
11,1246,0.064378
11,869,0.020923
11,369,0.148082
11,817,0.056325
11,245,0.153881
11,127,0.022098
11,95,0.000850
11,1260,0.051196
11,1494,0.019694
11,984,0.020875
11,1148,0.009366
11,1608,0.017911
11,110,0.005548
11,315,0.010625
11,1732,0.041010
11,769,0.015529
1590,669,0.053079
1590,1867,0.039121
1590,472,0.023482
1590,928,0.015366
14,127,0.039862
14,1476,0.031550
14,1502,0.004570
14,409,0.012264
14,880,0.036804
14,1660,0.013924
14,290,0.066343
14,455,0.022223
14,1706,0.002224
14,996,0.044731
14,1297,0.002300
14,235,0.028571
14,1259,0.001584
14,1739,0.007930
14,62,0.007023
14,893,0.036037
14,869,0.002991
14,298,0.011602
14,1721,0.002770
14,103,0.014798
14,1320,0.062383
15,127,0.016886
15,36,0.051222
15,913,0.003392
15,305,0.023003
15,85,0.069906
15,1257,0.018742
15,1843,0.005795
15,1422,0.028444
15,261,0.019205
15,1476,0.022270
15,1333,0.018365
15,1234,0.019194
15,342,0.005397
15,1758,0.005378
16,1239,0.010572
16,127,0.002867
16,287,0.013049
16,1589,0.037169
16,1033,0.004294
16,267,0.009330
16,323,0.027731
16,261,0.007125
16,881,0.013272
16,944,0.039304
16,869,0.037950
16,894,0.010177
16,1090,0.015365
16,1541,0.032557
16,432,0.075749
16,1808,0.007741
16,1370,0.011987
16,1320,0.013252
16,1337,0.022910
16,1311,0.011878
16,1066,0.078763
16,636,0.028652
16,1257,0.017139
16,1758,0.001726
16,1039,0.052800
16,440,0.005760
16,1476,0.017705
16,1026,0.007421
